34.941313 1.0000000000
34.947018 0.9812987279
34.952723 0.9625974559
34.958428 0.9438961838
34.964133 0.9453351679
34.969838 0.9542163629
34.975543 1.0179371935
34.981248 0.9752659870
34.986953 1.0752831693
34.992658 1.0382060468
34.998363 0.9648354853
35.004068 1.0457136588
35.009773 0.9928675472
35.015478 0.9983349151
35.021183 0.9965770072
35.026888 1.0133295460
35.032593 1.0918474745
35.038298 1.0239576072
35.044003 1.0337156435
35.049708 0.9641839036
35.055413 0.9814190243
35.061118 1.0325022609
35.066823 1.0501548926
35.072528 1.0334835899
35.078233 1.0279570344
35.083938 0.9486336144
35.089643 0.8918921963
35.095348 0.8838464539
35.101053 0.8890278394
35.106758 0.8504974775
35.112463 0.9438665295
35.118168 1.0385901915
35.123873 1.0381540810
35.129578 1.0724195865
35.135283 0.9217262432
35.140988 0.9177163299
35.146693 0.8856232222
35.152398 0.8613389417
35.158103 0.9784462290
35.163808 0.9657901388
35.169513 1.0434071713
35.175218 0.9792260854
35.180923 0.9367504722
35.186628 1.0292687540
35.192333 0.9686046844
35.198038 1.0142879884
35.203743 0.9079333838
35.209448 0.9378352637
35.215153 0.9516492862
35.220858 0.9267853663
35.226563 0.9632879293
35.232268 0.9201409831
35.237973 0.9050641185
35.243678 0.9301277728
35.249383 1.0445379286
35.255088 1.0086106284
35.260793 1.0632150451
35.266498 0.9566725962
35.272203 0.9319139762
35.277908 0.9613407071
35.283613 1.0715390896
35.289318 1.0030164465
35.295023 0.9717804593
35.300728 0.9090344829
35.306433 0.9624797205
35.312138 0.9628200351
35.317843 1.0282264236
35.323548 0.9823616168
35.329253 0.9564244561
35.334958 0.8994204952
35.340663 0.8738593682
35.346368 0.9007039279
35.352073 0.9306443673
35.357778 0.8838514894
35.363483 0.9295804311
35.369188 0.9557623203
35.374893 0.9815623621
35.380598 0.9536540192
35.386303 0.9929242819
35.392008 1.0159651077
35.397713 0.8871608392
35.403418 0.9195731292
35.409123 0.9872732522
35.414828 0.9268362836
35.420533 0.9155537340
35.426238 0.8150884997
35.431943 0.8584767441
35.437648 0.9306100020
35.443353 0.8433944421
35.449058 0.9167402857
35.454763 0.8848408322
35.460468 0.8640808776
35.466173 1.0332363127
35.471878 0.9996424258
35.477583 0.9434363333
35.483288 0.9034110785
35.488993 0.9429986239
35.494698 0.9980353458
35.500403 1.0498475526
35.506108 1.1329953182
35.511813 1.2154298233
35.517518 1.1606134926
35.523223 1.0034700180
35.528928 0.8943348086
35.534633 0.9980423851
35.540338 1.0081217180
35.546043 1.0465026959
35.551748 1.0515068355
35.557453 1.0375647110
35.563158 1.0140104669
35.568863 0.9627758005
35.574568 0.9363284787
35.580273 0.9699927027
35.585978 0.9395031093
35.591683 0.9261286943
35.597388 0.9552343098
35.603093 0.9136587875
35.608798 0.9376681081
35.614503 0.9271501289
35.620208 0.9232319723
35.625913 0.8960897069
35.631618 0.9679945179
35.637323 0.9862672752
35.643028 1.0738921312
35.648733 1.0578796313
35.654438 0.9797478996
35.660143 0.9208071696
35.665848 1.0158017175
35.671553 0.9327038168
35.677258 0.9887818275
35.682963 0.9812310801
35.688668 0.9437551834
35.694373 0.9263756653
35.700078 0.9530036367
35.705783 1.0547039622
35.711488 1.0616965616
35.717193 0.9907790578
35.722898 1.0385184674
35.728603 1.0007547349
35.734308 1.0084811615
35.740013 0.9873658131
35.745718 1.0016925057
35.751423 0.9759432844
35.757128 0.9786891312
35.762833 1.0016182840
35.768538 1.0285208807
35.774243 0.9493692092
35.779948 0.9903250194
35.785653 0.9352180619
35.791358 1.0231383780
35.797063 0.9955955001
35.802768 1.0015113826
35.808473 1.0071632634
35.814178 0.8898899791
35.819883 0.8503284664
35.825588 0.9633524576
35.831293 1.0018753419
35.836998 1.0346700165
35.842703 1.0212628325
35.848408 0.9936204280
35.854113 1.0245380242
35.859818 0.9775508213
35.865523 0.9745605542
35.871228 1.0313638116
35.876933 0.9731085335
35.882638 0.9835157420
35.888343 0.9227181434
35.894048 0.9363472882
35.899753 0.9963650726
35.905458 0.9951912318
35.911163 0.9585023314
35.916868 0.9429937800
35.922573 0.9921669234
35.928278 0.9928086550
35.933983 0.9749291700
35.939688 0.9626300805
35.945393 0.9816307722
35.951098 0.9545630798
35.956803 0.9253428905
35.962508 0.9658476740
35.968213 0.9650936348
35.973918 0.9929055599
35.979623 0.9603148315
35.985328 0.9911809672
35.991033 1.0836147563
35.996738 1.0319806740
36.002443 0.9377601203
36.008148 0.9445794634
36.013853 0.9491201039
36.019558 0.9132255040
36.025263 0.9248703464
36.030968 0.9824032111
36.036673 0.9398108859
36.042378 0.9729316152
36.048083 0.9774355543
36.053788 0.9859369851
36.059493 0.9179248108
36.065198 1.0018491555
36.070903 0.9437863147
36.076608 1.0231696128
36.082313 0.9912894598
36.088018 0.9650426162
36.093723 1.0305616140
36.099428 1.0101665761
36.105133 1.0247044964
36.110838 1.0306141185
36.116543 0.9965738725
36.122248 0.9683351299
36.127953 0.9444040704
36.133658 0.9317206074
36.139363 0.9085140493
36.145068 0.8799796544
36.150773 0.8964110784
36.156478 0.9543025759
36.162183 0.9859916488
36.167888 0.9716305508
36.173593 1.0006620090
36.179298 1.0226581869
36.185003 0.9711357694
36.190708 0.9931996003
36.196413 1.0055505139
36.202118 1.0552841313
36.207823 1.0816558240
36.213528 0.9428118269
36.219233 0.9123776582
36.224938 0.9066960276
36.230643 0.9686456703
36.236348 0.9911453913
36.242053 0.9714045237
36.247758 0.9625867619
36.253463 0.9430089630
36.259168 0.9571836561
36.264873 1.0316316027
36.270578 0.9955679348
36.276283 0.9688275440
36.281988 0.9695227573
36.287693 0.9002964640
36.293398 0.9009894235
36.299103 0.9581967529
36.304808 0.9149274396
36.310513 0.8993736561
36.316218 0.9467599218
36.321923 0.9187570221
36.327628 0.9136632662
36.333333 0.9915284467
36.339038 0.9807643087
36.344743 0.9782247535
36.350448 0.8660167747
36.356153 0.8513279045
36.361858 0.8598571386
36.367563 0.9745686963
36.373268 1.0065222700
36.378973 0.9179948910
36.384678 0.9834153434
36.390383 1.0629570309
36.396088 0.9640200727
36.401793 0.9376278922
36.407498 0.8682275650
36.413203 0.9256107598
36.418908 0.8633674521
36.424613 0.9476566798
36.430318 1.0402995532
36.436023 1.0082443624
36.441728 1.0789781221
36.447433 1.0299984770
36.453138 0.8975874519
36.458843 0.8787605958
36.464548 0.9645937024
36.470253 0.9162548599
36.475958 0.9523079884
36.481663 1.0408158157
36.487368 1.0944009327
36.493073 1.0392348435
36.498778 0.9855577972
36.504483 0.9453116861
36.510188 0.9309306106
36.515893 0.9201758493
36.521598 0.9143181760
36.527303 0.8353632698
36.533008 0.8287763223
36.538713 0.9991891292
36.544418 1.1152594541
36.550123 1.1576168855
36.555828 1.0615711854
36.561533 1.0241143679
36.567238 1.0008885939
36.572943 0.9583794725
36.578648 1.0407659878
36.584353 1.0528304038
36.590058 0.9938177673
36.595763 0.8869918308
36.601468 0.9461186882
36.607173 0.9732068543
36.612878 0.9271528580
36.618583 0.8440635752
